"ch_name"|"ch_type"|"ch_data"|"num_lat"|"num_long"
"Rosenberger K"|"Satellite Feature"|"Otto August; German astronomer, mathematician (1800-1890)"|-54.5282|47.582
"Rosenberger L"|"Satellite Feature"|"Otto August; German astronomer, mathematician (1800-1890)"|-52.6859|44.6712
"Rosenberger N"|"Satellite Feature"|"Otto August; German astronomer, mathematician (1800-1890)"|-54.4837|44.1307
"Rosenberger S"|"Satellite Feature"|"Otto August; German astronomer, mathematician (1800-1890)"|-56.044|42.6899
"Rosenberger T"|"Satellite Feature"|"Otto August; German astronomer, mathematician (1800-1890)"|-56.7114|43.2181
"Rosenberger W"|"Satellite Feature"|"Otto August; German astronomer, mathematician (1800-1890)"|-58.857|42.6531
"Ross"|"Crater"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|11.669|21.7375
"Ross B"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|11.38|20.1742
"Ross C"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|11.6151|18.9344
"Ross D"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|12.574|23.322
"Ross E"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|11.0443|23.4054
"Ross F"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|10.9137|24.233
"Ross G"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|10.6843|24.8572
"Ross H"|"Satellite Feature"|"James Clark; British explorer (1800-1862); Frank Elmore; American astronomer, optician (1874-1966)"|10.2428|21.8084
"Rosse"|"Crater"|"William Parsons, Third Earl of Rosse; Irish astronomer (1800-1867)"|-17.9479|34.981
"Rosse C"|"Satellite Feature"|"William Parsons, Third Earl of Rosse; Irish astronomer (1800-1867)"|-18.5497|34.4266
"Rosseland"|"Crater"|"Svein; Norwegian astrophysicist (1894-1985)"|-40.8198|130.683
"Rost"|"Crater"|"Johann Leonhard; German astronomer (1688-1727)"|-56.4237|-33.8434
"Rost A"|"Satellite Feature"|"Johann Leonhard; German astronomer (1688-1727)"|-56.6199|-36.8402
"Rost B"|"Satellite Feature"|"Johann Leonhard; German astronomer (1688-1727)"|-54.6815|-36.3007
"Rost D"|"Satellite Feature"|"Johann Leonhard; German astronomer (1688-1727)"|-56.6315|-30.9964
"Rost M"|"Satellite Feature"|"Johann Leonhard; German astronomer (1688-1727)"|-55.5003|-31.5218
"Rost N"|"Satellite Feature"|"Johann Leonhard; German astronomer (1688-1727)"|-57.2912|-33.2183
"Rothmann"|"Crater"|"Christopher; German astronomer (unkn-1600)"|-30.8134|27.6981
"Rothmann A"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-29.4596|27.5885
"Rothmann B"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-31.8169|28.4154
"Rothmann C"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-28.6399|25.0056
"Rothmann D"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-28.9718|22.7781
"Rothmann E"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-32.9379|29.1889
"Rothmann F"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-29.1934|28.0086
"Rothmann G"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-28.394|24.393
"Rothmann H"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-29.1625|25.3955
"Rothmann J"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-29.3945|25.7279
"Rothmann K"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-28.862|24.357
"Rothmann L"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-29.2156|28.6737
"Rothmann M"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-31.2419|29.8409
"Rothmann W"|"Satellite Feature"|"Christopher; German astronomer (unkn-1600)"|-30.8672|26.5741
"Rowland"|"Crater"|"Henry Augustus; American physicist (1848-1901)"|56.9821|-162.483
"Rowland G"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|56.5853|-160.073
"Rowland J"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|52.7239|-155.841
"Rowland K"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|51.0219|-157.229
"Rowland M"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|51.4757|-162.7
"Rowland N"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|55.0436|-164.115
"Rowland R"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|53.4798|-169.45
"Rowland Y"|"Satellite Feature"|"Henry Augustus; American physicist (1848-1901)"|58.6397|-163.213
"Rozhdestvenskiy"|"Crater"|"Dmitriy Sergeevich; Soviet physicist (1876-1940)"|84.9943|-157.892
"Rozhdestvenskiy H"|"Satellite Feature"|"Dmitriy Sergeevich; Soviet physicist (1876-1940)"|83.2782|-133.102
"Rozhdestvenskiy K"|"Satellite Feature"|"Dmitriy Sergeevich; Soviet physicist (1876-1940)"|82.19|-147.006
"Rozhdestvenskiy U"|"Satellite Feature"|"Dmitriy Sergeevich; Soviet physicist (1876-1940)"|84.8941|152.048
"Rozhdestvenskiy W"|"Satellite Feature"|"Dmitriy Sergeevich; Soviet physicist (1876-1940)"|85.8853|114.64
"Rumford"|"Crater"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-28.8113|-169.802
"Rumford A"|"Satellite Feature"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-25.1617|-169.087
"Rumford B"|"Satellite Feature"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-25.111|-167.863
"Rumford C"|"Satellite Feature"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-27.4651|-167.921
"Rumford F"|"Satellite Feature"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-28.7474|-165.031
"Rumford Q"|"Satellite Feature"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-30.8565|-171.757
"Rumford T"|"Satellite Feature"|"Benjamin Thompson, Count Rumford; British physicist (1753-1814)"|-28.538|-172.149
"Rumker C"|"Satellite Feature"|"Named for Mons Rümker"|41.5818|-58.0915
"Rumker E"|"Satellite Feature"|"Named for Mons Rümker"|38.6377|-57.1389
"Rumker F"|"Satellite Feature"|"Named for Mons Rümker"|37.2628|-57.2821
"Rumker H"|"Satellite Feature"|"Named for Mons Rümker"|40.3326|-52.7599
"Rumker K"|"Satellite Feature"|"Named for Mons Rümker"|42.2546|-56.0397
"Rumker L"|"Satellite Feature"|"Named for Mons Rümker"|43.5655|-57.3333
"Rumker S"|"Satellite Feature"|"Named for Mons Rümker"|42.5803|-63.0788
"Rumker T"|"Satellite Feature"|"Named for Mons Rümker"|42.5105|-64.7498
"Runge"|"Crater"|"Carl David Tolme; German mathematician (1856-1927)"|-2.429|86.806
"Rupes Altai"|"Rupes"|"Named from terrestrial Altai Mountains"|-24.3176|23.124
"Rupes Boris"|"Rupes"|"Named from nearby crater"|30.6738|-33.5994
"Rupes Cauchy"|"Rupes"|"Named from nearby crater"|9.3109|37.0759
"Rupes Kelvin"|"Rupes"|"Named from nearby promontorium"|-28.0281|-33.1738
"Rupes Liebig"|"Rupes"|"Named from nearby crater"|-25.137|-45.9233
"Rupes Mercator"|"Rupes"|"Named from nearby crater"|-30.2075|-22.8425
"Rupes Recta"|"Rupes"|"Latin for straight cliff (the straight wall)"|-21.6748|-7.7019
"Rupes Toscanelli"|"Rupes"|"Named from nearby crater"|26.9708|-47.5346
"Russell"|"Crater"|"Henry Norris; American astronomer (1877-1957); John; British artist, selenographer (1745-1806)"|26.5116|-75.5478
"Russell B"|"Satellite Feature"|"Henry Norris; American astronomer (1877-1957); John; British artist, selenographer (1745-1806)"|26.3937|-78.2991
"Russell E"|"Satellite Feature"|"Henry Norris; American astronomer (1877-1957); John; British artist, selenographer (1745-1806)"|28.5979|-74.5775
"Russell F"|"Satellite Feature"|"Henry Norris; American astronomer (1877-1957); John; British artist, selenographer (1745-1806)"|28.0893|-76.5677
"Russell R"|"Satellite Feature"|"Henry Norris; American astronomer (1877-1957); John; British artist, selenographer (1745-1806)"|28.9193|-75.4347
"Russell S"|"Satellite Feature"|"Henry Norris; American astronomer (1877-1957); John; British artist, selenographer (1745-1806)"|29.3426|-77.0954
"Ruth"|"Crater"|"Hebrew female name"|28.709|-45.0642
"Rutherford"|"Crater"|"Sir Ernest; New Zealand-British physicist; Nobel laureate (1871-1937)"|10.5637|137.092
"Rutherfurd"|"Crater"|"Lewis Morris; American astronomer (1816-1892)"|-61.1458|-12.2468
"Rutherfurd A"|"Satellite Feature"|"Lewis Morris; American astronomer (1816-1892)"|-62.3058|-11.9909
"Rutherfurd B"|"Satellite Feature"|"Lewis Morris; American astronomer (1816-1892)"|-62.5738|-11.5826
"Rutherfurd C"|"Satellite Feature"|"Lewis Morris; American astronomer (1816-1892)"|-62.5352|-10.9047
"Rutherfurd D"|"Satellite Feature"|"Lewis Morris; American astronomer (1816-1892)"|-63.3227|-8.9598
"Rutherfurd E"|"Satellite Feature"|"Lewis Morris; American astronomer (1816-1892)"|-62.8341|-8.3781
"Rydberg"|"Crater"|"Johannes Robert; Swedish physicist (1854-1919)"|-46.431|-96.427
"Ryder"|"Crater"|"Graham; United Kingdom-born, American geologist (1949-2002)"|-43.8747|143.299
"Rynin"|"Crater"|"Nikolaj Alexsevitch; Soviet rocketry scientist (1877-1942)"|46.7841|-103.731
"Sabatier"|"Crater"|"Paul; French chemist; Nobel laureate (1854-1941)"|13.1864|79.0072
"Sabine"|"Crater"|"Sir Edward; Irish physicist, astronomer (1788-1883)"|1.3769|20.066
"Sabine A"|"Satellite Feature"|"Sir Edward; Irish physicist, astronomer (1788-1883)"|1.2403|19.4607
"Sabine C"|"Satellite Feature"|"Sir Edward; Irish physicist, astronomer (1788-1883)"|1.0219|22.9222
"Sacrobosco"|"Crater"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-23.7522|16.6401
"Sacrobosco A"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-24.103|16.1175
"Sacrobosco B"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-24.0372|16.8933
"Sacrobosco C"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-22.9982|15.825
"Sacrobosco D"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-21.6736|17.8038
"Sacrobosco E"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-26.1063|17.6865
"Sacrobosco F"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-21.1644|16.7333
"Sacrobosco G"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-20.6975|16.1526
"Sacrobosco H"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-23.7166|18.6841
"Sacrobosco J"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-23.6056|14.5299
"Sacrobosco K"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-22.9034|14.6856
"Sacrobosco L"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-25.6127|15.1204
"Sacrobosco M"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-25.3018|16.2707
"Sacrobosco N"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-27.0894|16.5643
"Sacrobosco O"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-21.1937|16.0494
"Sacrobosco P"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-20.6994|17.317
"Sacrobosco Q"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-21.6643|17.3939
"Sacrobosco R"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-22.3204|15.7845
"Sacrobosco S"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-26.6006|17.9832
"Sacrobosco T"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-24.9361|16.8327
"Sacrobosco U"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-23.9885|14.3013
"Sacrobosco V"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-24.5558|16.1266
"Sacrobosco W"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-24.378|17.2815
"Sacrobosco X"|"Satellite Feature"|"John of Holywood, Johannes Sacrobuschus; British astronomer, mathematician (c 1200-1256)"|-26.6348|16.2748
"Saenger"|"Crater"|"Eugen; German rocketry scientist (1905-1964)"|4.4851|102.802
"Saenger B"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|5.6406|103.321
"Saenger C"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|6.2465|104.356
"Saenger D"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|5.0183|103.434
"Saenger P"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|2.7465|102.088
"Saenger Q"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|3.4263|101.965
"Saenger R"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|3.3965|100.645
"Saenger V"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|5.2489|101.917
"Saenger X"|"Satellite Feature"|"Eugen; German rocketry scientist (1905-1964)"|6.3888|102.178
"Safarik"|"Crater"|"Vojtech; Czechoslovakian astronomer (1829-1902)"|10.439|176.704
"Safarik A"|"Satellite Feature"|"Vojtech; Czechoslovakian astronomer (1829-1902)"|12.5026|176.976
"Safarik H"|"Satellite Feature"|"Vojtech; Czechoslovakian astronomer (1829-1902)"|9.5284|178.547
"Safarik S"|"Satellite Feature"|"Vojtech; Czechoslovakian astronomer (1829-1902)"|9.8897|174.228
"Saha"|"Crater"|"Meghnad; Indian astrophysicist (1893-1956)"|-1.6865|103.041
"Saha B"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|1.4654|104.894
"Saha C"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|1.454|108.222
"Saha D"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|0.1937|107.938
"Saha E"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|-0.29|108.044
"Saha J"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|-4.0218|105.618
"Saha M"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|-2.197|102.922
"Saha N"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|-4.2295|101.888
"Saha W"|"Satellite Feature"|"Meghnad; Indian astrophysicist (1893-1956)"|-0.6122|101.713
"Samir"|"Crater"|"Arabic male name"|28.5044|-34.2879
"Sampson"|"Crater"|"Ralph Allen; Irish-born British astronomer, mathematician (1866-1939)"|29.5779|-16.5313
"Sanford"|"Crater"|"Roscoe Frank; American astronomer (1883-1958)"|32.3769|-139.206
"Sanford C"|"Satellite Feature"|"Roscoe Frank; American astronomer (1883-1958)"|33.8732|-137.384
"Sanford T"|"Satellite Feature"|"Roscoe Frank; American astronomer (1883-1958)"|32.4313|-143.699
"Sanford W"|"Satellite Feature"|"Roscoe Frank; American astronomer (1883-1958)"|33.4251|-140.604
"Sanford Y"|"Satellite Feature"|"Roscoe Frank; American astronomer (1883-1958)"|33.5216|-139.641
"Santbech"|"Crater"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-20.9883|44.0602
"Santbech A"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-24.2669|42.2922
"Santbech B"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-24.7354|41.571
"Santbech C"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-22.2917|39.5051
"Santbech D"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-21.14|45.1364
"Santbech E"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-22.4187|44.841
"Santbech F"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-25.6076|41.9367
"Santbech G"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-22.9643|44.3933
"Santbech H"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-20.4655|42.8811
"Santbech J"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-19.7439|43.3871
"Santbech K"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-19.2257|43.1191
"Santbech L"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-21.366|39.4555
"Santbech M"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-20.4676|39.3554
"Santbech N"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-20.8265|39.6556
"Santbech P"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-21.4202|40.0003
"Santbech Q"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-23.2183|38.9591
"Santbech R"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-23.4145|38.7481
"Santbech S"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-23.5333|39.0824
"Santbech T"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-24.1331|38.0449
"Santbech U"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-24.0265|38.8257
"Santbech V"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-24.6789|39.3304
"Santbech W"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-24.3777|40.6926
"Santbech X"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-25.1787|42.4592
"Santbech Y"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-25.3184|42.9356
"Santbech Z"|"Satellite Feature"|"Daniel Santbech Noviomagus; Dutch mathematician, astronomer (unkn-fl 1561)"|-25.8759|42.9821
"Santos Dumont"|"Crater"|"Alberto; Brazilian aeronautical engineer (1873-1932)"|27.7948|4.7547
"Sarabhai"|"Crater"|"Vikram Ambalal; Indian astrophysicist (1919-1971)"|24.7539|21.0005
"Sarton"|"Crater"|"George Alfred Leon; Belgian-American historian of science (1884-1956)"|49.1204|-121.141
"Sarton L"|"Satellite Feature"|"George Alfred Leon; Belgian-American historian of science (1884-1956)"|46.8266|-120.338
"Sarton Y"|"Satellite Feature"|"George Alfred Leon; Belgian-American historian of science (1884-1956)"|51.2555|-121.746
"Sarton Z"|"Satellite Feature"|"George Alfred Leon; Belgian-American historian of science (1884-1956)"|51.3514|-121.023
"Sasserides"|"Crater"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-39.2776|-9.4444
"Sasserides A"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-39.984|-7.1077
"Sasserides B"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-39.5167|-11.2298
"Sasserides D"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-36.7844|-6.4553
"Sasserides E"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-38.9639|-7.7202
"Sasserides F"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-40.5168|-9.9614
"Sasserides H"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-39.2654|-10.945
"Sasserides K"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-38.9735|-7.392
"Sasserides L"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-40.0907|-6.6261
"Sasserides M"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-37.9817|-7.0632
"Sasserides N"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-38.7214|-7.0629
"Sasserides P"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-38.0367|-10.8134
"Sasserides S"|"Satellite Feature"|"Sasceride, Gellio; Danish astronomer, doctor (1562-1612)"|-38.7523|-8.0841
"Saunder"|"Crater"|"Samuel Arthur; British mathematician, selenographer (1852-1912)"|-4.2601|8.7179
"Saunder A"|"Satellite Feature"|"Samuel Arthur; British mathematician, selenographer (1852-1912)"|-4.0121|12.258
"Saunder B"|"Satellite Feature"|"Samuel Arthur; British mathematician, selenographer (1852-1912)"|-3.9289|9.8126
"Saunder C"|"Satellite Feature"|"Samuel Arthur; British mathematician, selenographer (1852-1912)"|-2.7714|10.5153
"Saunder S"|"Satellite Feature"|"Samuel Arthur; British mathematician, selenographer (1852-1912)"|-2.3777|9.743
"Saunder T"|"Satellite Feature"|"Samuel Arthur; British mathematician, selenographer (1852-1912)"|-4.0697|10.3889
"Saussure"|"Crater"|"Horace Benedict De; Swiss geologist (1740-1799)"|-43.3776|-3.8849
"Saussure A"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-43.8164|-0.5438
"Saussure B"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-42.2688|-4.018
"Saussure C"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-44.8592|-0.6766
"Saussure CA"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-45.3012|-0.5916
"Saussure D"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-47.0149|0.1514
"Saussure E"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-44.6702|-2.1614
"Saussure F"|"Satellite Feature"|"Horace Benedict De; Swiss geologist (1740-1799)"|-44.3418|-4.6362
"Scaliger"|"Crater"|"Joseph Justus; French chronologist (1540-1609)"|-27.2551|109.144
"Scaliger U"|"Satellite Feature"|"Joseph Justus; French chronologist (1540-1609)"|-26.7573|106.699
"Scarp"|"Landing site name"|"Astronaut-named feature, Apollo 17 site"|20.2931|30.586
"Schaeberle"|"Crater"|"John Martin; American astronomer (1853-1924)"|-26.3252|117.708
"Schaeberle S"|"Satellite Feature"|"John Martin; American astronomer (1853-1924)"|-26.5946|114.751
"Schaeberle U"|"Satellite Feature"|"John Martin; American astronomer (1853-1924)"|-25.8575|114.109
"Scheele"|"Crater"|"Carl Wilhelm; Swedish chemist (1742-1786)"|-9.4485|-37.8466
"Scheiner"|"Crater"|"Christoph; German astronomer (1573-1650)"|-60.3532|-27.8091
"Scheiner A"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.4854|-28.2829
"Scheiner B"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-59.7002|-33.5673
"Scheiner C"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.1277|-30.9349
"Scheiner D"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.7218|-32.3034
"Scheiner E"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-63.2224|-29.3293
"Scheiner F"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-56.8878|-25.2631
"Scheiner G"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-62.5883|-28.3924
"Scheiner H"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-56.3541|-27.457
"Scheiner J"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-59.7629|-28.8262
"Scheiner K"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-58.0536|-26.0786
"Scheiner L"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-65.8719|-35.2187
"Scheiner M"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-65.7709|-33.446
"Scheiner P"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-62.5581|-31.1611
"Scheiner Q"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-58.793|-28.9013
"Scheiner R"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-57.9864|-24.272
"Scheiner S"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-58.3861|-25.3341
"Scheiner T"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.9628|-34.9492
"Scheiner U"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.9577|-36.3123
"Scheiner V"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.6098|-37.0249
"Scheiner W"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-60.37|-37.6609
"Scheiner X"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-59.5755|-24.8575
"Scheiner Y"|"Satellite Feature"|"Christoph; German astronomer (1573-1650)"|-59.1286|-25.3857
"Schiaparelli"|"Crater"|"Giovanni Virginio; Italian astronomer (1835-1910)"|23.3788|-58.8207
"Schiaparelli A"|"Satellite Feature"|"Giovanni Virginio; Italian astronomer (1835-1910)"|22.968|-62.105
"Schiaparelli C"|"Satellite Feature"|"Giovanni Virginio; Italian astronomer (1835-1910)"|25.8301|-62.216
"Schiaparelli E"|"Satellite Feature"|"Giovanni Virginio; Italian astronomer (1835-1910)"|27.1199|-62.071
"Schickard"|"Crater"|"Wilhelm; German astronomer, mathematician (1592-1635)"|-44.3793|-55.1052
"Schickard A"|"Satellite Feature"|"Wilhelm; German astronomer, mathematician (1592-1635)"|-46.8674|-53.7106
"Schickard B"|"Satellite Feature"|"Wilhelm; German astronomer, mathematician (1592-1635)"|-43.7402|-52.2512
